5.70E+17,1,USER_MENTION plus youve added commercials to the experience tacky
5.70E+17,0,USER_MENTION its really aggressive to blast obnoxious entertainment in your guests faces they have little recourse
5.70E+17,0,USER_MENTION and its a really big bad thing about it
5.70E+17,1,USER_MENTION yes nearly every time i fly vx this go away EMO_POS
5.70E+17,1,USER_MENTION well i now i do d
5.70E+17,1,USER_MENTION it was amazing and arrived an hour early youre too good to me
5.70E+17,1,USER_MENTION i pretty graphics so much better than minimal iconography d
5.70E+17,1,USER_MENTION this is such a great deal already thinking about my trip to USER_MENTION i havent even gone on my trip yet p
5.70E+17,1,USER_MENTION USER_MENTION im flying your fabulous seductive skies again u take all the stress away from travel URL
5.70E+17,1,USER_MENTION thanks
5.70E+17,0,USER_MENTION sfopdx schedule is still mia
5.70E+17,1,USER_MENTION so excited for my first cross country flight lax to mco ive heard nothing but great things about virgin america
5.70E+17,0,USER_MENTION i flew from nyc to sfo last week and couldnt fully sit in my seat due to two large gentleman on either side of me help
5.70E+17,1,i flying USER_MENTION
5.70E+17,1,USER_MENTION you know what would be amazingly awesome bosfll please i want to fly with only you
5.70E+17,0,USER_MENTION why are your first fares in may over three times more than other carriers when all seats are available to select
5.70E+17,1,USER_MENTION i love this graphic URL
5.70E+17,1,USER_MENTION i love the hipster innovation you are a feel good brand
5.70E+17,0,USER_MENTION you guys messed up my seating i reserved seating with my friends and you guys gave my seat away i want free internet
5.70E+17,0,USER_MENTION status match program i applied and its been three weeks called and emailed with no response
5.70E+17,0,USER_MENTION what happened ur vegan food options at least say on ur site so i know i wont be able eat anything for next hrs fail
5.70E+17,0,USER_MENTION amazing to me that we cant get any cold air from the vents vx358 noair worstflightever roasted sfotobos
5.70E+17,0,USER_MENTION hi i just bked a cool birthday trip with you but i cant add my elevate no cause i entered my middle name during flight booking problems
5.70E+17,0,USER_MENTION help left expensive headphones on flight iad to lax today seat no one answering number at lax
5.70E+17,0,USER_MENTION awaiting my return phone call just would prefer to use your online selfservice option EMO_NEG
5.70E+17,1,USER_MENTION this is great news america could start flights to hawaii by end of year URL via USER_MENTION
5.70E+17,1,USER_MENTION moodlighting is the only way to fly best experience ever cool and calming moodlitmonday
5.70E+17,1,USER_MENTION USER_MENTION done and done best airline around hands down
5.70E+17,0,USER_MENTION your chat support is not working on your site URL
5.70E+17,1,USER_MENTION view of downtown los angeles the hollywood sign and beyond that rain in the mountains URL
5.70E+17,0,USER_MENTION hey first time flyer next week excited but im having a hard time getting my flights added to my elevate account help
5.70E+17,1,USER_MENTION im elevategold for a good reason you rock
5.70E+17,1,USER_MENTION wow this just blew my mind
5.70E+17,1,USER_MENTION USER_MENTION USER_MENTION julie andrews all the way though USER_MENTION was very impressive no to USER_MENTION
5.70E+17,0,USER_MENTION hi im so excited about your deal but ive been trying book since last week the page never loads thx
5.70E+17,1,USER_MENTION you know it need it on my spotify stat guiltypleasures
5.70E+17,1,USER_MENTION USER_MENTION USER_MENTION im lady gaga she is amazing
5.70E+17,0,USER_MENTION i called a weeks ago about adding flights from to my elevate they still havent shown up help
5.70E+17,1,USER_MENTION USER_MENTION USER_MENTION love all three but you really cant beat the classics
5.70E+17,0,USER_MENTION heyy guyys been trying to get through for an hour can someone call me please
5.70E+17,0,USER_MENTION hi virgin im on hold for minutes are there any earlier flights from la to nyc tonight earlier than
5.70E+17,1,USER_MENTION congrats on winning the USER_MENTION award for best deals from an airline us URL
5.70E+17,0,USER_MENTION everything was fine until you lost my bag
5.70E+17,0,USER_MENTION your airline is awesome but your lax loft needs to step up its game for dirty tables and floors URL
5.70E+17,1,USER_MENTION not worried its been a great ride in a new plane with great crew all airlines should be like this
5.70E+17,1,USER_MENTION awesome i flew yall sat morning any way we can correct my bill
5.70E+17,0,USER_MENTION what is going on with customer service is there anyway to speak to a human asap thank you
5.70E+17,0,USER_MENTION why cant you supp the biz traveler like USER_MENTION and have customer service like USER_MENTION neverflyvirginforbusiness
5.70E+17,1,USER_MENTION ive applied more then once to be a member of the inflight crew team im interested flightattendant dreampath g
5.70E+17,0,USER_MENTION youre the best whenever i begrudgingly use any other airline im delayed and late flight EMO_NEG
5.70E+17,0,USER_MENTION i have no interesting flying with you after this i will cancelled flight my next four flights i planned neverflyvirginforbusiness
5.70E+17,0,USER_MENTION it was a disappointing experience which will be shared with every business traveler i meet neverflyvirgin
5.70E+17,0,USER_MENTION having trouble adding this flight my wife booked to my elevate account help URL
5.70E+17,0,USER_MENTION why is the site down when will it be back up
5.70E+17,0,USER_MENTION i like the tv and interesting video just disappointed in cancelled flightled flight when other flights went out to jfk on saturday
5.70E+17,0,USER_MENTION just landed in lax an hour after i should of been here your no late flight bag check is not business travel friendly nomorevirgin
5.70E+17,0,USER_MENTION is it me or is your website down btw your new website isnt a great user experience time for another redesign
5.70E+17,0,USER_MENTION i cant check in or add a bag your website isnt working ive tried both desktop and mobile URL
5.70E+17,0,USER_MENTION let scanned in passengers leave the plane than told someone to remove their bag from class bin uncomfortable
5.70E+17,0,USER_MENTION what is your phone number i cant find who to call about a flight reservation
5.70E+17,0,USER_MENTION is anyone doing anything there today website is useless and no one is answering the phone
5.70E+17,0,USER_MENTION why must a traveler miss a flight to late flight check a bag i missed my morning appointments and you lost my business sfo2lax
5.70E+17,0,USER_MENTION hows a direct flight have unexpected layover in vegas fuel yet peeps next to me bought for vegas flight sneaky
5.70E+17,0,USER_MENTION your no late flight bag check just lost you my business i missed flight and am apt three other people on flight had same exp
5.70E+17,1,USER_MENTION amazing customer service again raeann in sf shes the best customerservice virginamerica flying
5.70E+17,0,USER_MENTION called your service line and was hung up on this is awesome sarcasm
5.70E+17,0,USER_MENTION your site is tripping im trying to check in and im getting the plain text version i am reluctant to enter any card info
5.70E+17,1,USER_MENTION has getaway deals through may from oneway lots of cool cities URL cheapflights farecompare
5.70E+17,1,USER_MENTION has getaway deals through may from oneway lots of cool cities URL cheapflights farecompare
5.70E+17,1,USER_MENTION have a great week
5.70E+17,1,USER_MENTION come back to phl already we need you to take us out of this horrible cold pleasecomeback URL
5.70E+17,0,USER_MENTION should i be concerned that i am about to fly on a plane that needs to be delayed due to a tech stop
5.70E+17,1,USER_MENTION is the best airline i have flown on.easy to change your representatives a comfortable flying experience
5.70E+17,1,USER_MENTION and again another rep kicked butt naelah represents your team so beautifully thank you
5.70E+17,1,USER_MENTION your beautiful frontend design is down right now but it was cool to still book my ticket all your backend was secure
5.70E+17,1,USER_MENTION love the team running gate e9 at las tonight waited for a delayed flight and they kept things entertaining
5.70E+17,0,USER_MENTION use another browser a brand with a reputation built on tech response doesnt have a crossbrowser compatible website
5.70E+17,0,USER_MENTION and now the flight flight booking problems site is totally down folks what is the problem
5.70E+17,0,USER_MENTION i like the customer service but a min delay just for connecting passengers seems too long va370
5.70E+17,1,USER_MENTION thanks to your outstanding nycjfk crew who moved mountains to get me home to san francisco tonight
5.70E+17,1,USER_MENTION you have the absolute best team and customer service ever every time i fly with you im delighted thank you
5.70E+17,0,USER_MENTION i need to change my flight thats scheduled in hours and min wait time on phone im calling intern help
5.70E+17,1,USER_MENTION completely awesome experience last month boslas nonstop thanks for such an awesome flight and depart time vabeatsjblue
5.70E+17,0,USER_MENTION you are failing your customers because your check in process does not link to tsa precheck
5.70E+17,0,USER_MENTION USER_MENTION us too terrible airline just gave us a hotel hotline number and said sorry
5.70E+17,0,USER_MENTION USER_MENTION your assistance yesterday when u cancelled flightled our flight was to give us a hotel hotline shame on you
5.70E+17,0,USER_MENTION another delayed flight likingyoulessandless
5.70E+17,0,USER_MENTION i need to register a service dog for a first class ticket from sfo dulles the phone queue is an hour or longer pls advise
5.70E+17,1,USER_MENTION you rock for making it so i can watch oscars on my flight redcarpet oscars oscars2015
5.70E+17,1,USER_MENTION always xoxo
5.70E+17,0,USER_MENTION why cant we book seats on your flights when we buy them or even during check in creates so much anxiety frustrated
5.70E+17,0,USER_MENTION youd think paying an extra bucks for luggage might afford you hiring an extra hand at USER_MENTION lame
5.70E+17,1,USER_MENTION best customer service rep in the world irmafromdallas takes the cake
5.70E+17,0,USER_MENTION please provide status for flight i cant imagine its on time as the web indicates dude to weather here dallas
5.70E+17,1,USER_MENTION you have amazing staff super helpful as i just ran the USER_MENTION princesshalf they have spoiled me with comfort
5.70E+17,0,USER_MENTION i paid the premium to fly you across the country you cancelled flight my flight and offer no check fee or upgrade love sad face EMO_NEG
5.70E+17,0,USER_MENTION question is it not possible to book a seat for an infant under its not giving me the option but we want a seat for him
5.70E+17,1,always have it together youre welcome USER_MENTION USER_MENTION youre so welcome
5.70E+17,1,USER_MENTION flight home to dc sunset globe in backtowinter back to work refreshed URL
5.70E+17,0,USER_MENTION i dont understand why you need a dm to give me an answer on if you have a damaged luggage policy
5.70E+17,0,USER_MENTION does that mean you dont have a policy for destroyed luggage
5.70E+17,1,USER_MENTION thank you for checking in tickets are purchased and customer is happy EMO_POS
5.70E+17,0,USER_MENTION having problems flight booking problems on the web site keeps giving me an error and to contact by phone phone is minute wait
5.70E+17,0,USER_MENTION how do i reschedule my cancelled flightled flights online the change button is greyed out
5.70E+17,0,USER_MENTION i rang but there is a wait for minutes i can book the same ticket through a vendor fix your site
5.70E+17,0,USER_MENTION got a flight we were told for today checked my email and its for tomorrow this is unacceptable
5.70E+17,0,USER_MENTION our flight into lga was cancelled flighted were stuck in dallas i called to reschedule told i could get a flight for today
5.70E+17,0,USER_MENTION why dont any of the pairings include red wine only white is offered EMO_NEG redwineisbetter
5.70E+17,0,USER_MENTION is the website down
5.70E+17,0,USER_MENTION your site seems a little wonked right now may want to have a look tried on two browsers no css URL
5.69E+17,0,USER_MENTION im disappointed that the agent at the designated silver status check in line USER_MENTION closed to assist all pasengers
5.69E+17,0,USER_MENTION is it normal to receive no reply from central baggage baggageissues smh
5.69E+17,0,USER_MENTION at logan airport and waiting to checkin for my flight checkin desk not open why
5.69E+17,0,USER_MENTION congrats you just got all my business from ewr to fuck you USER_MENTION fl1289 was the clincher
5.69E+17,0,USER_MENTION i applied over weeks ago havent heard back and im flying this week disappointed
5.69E+17,1,USER_MENTION thank you for the follow
5.69E+17,0,USER_MENTION too many apologies you r the worse airlines dont even respond to your cudtomers
5.69E+17,0,USER_MENTION shame on va for making people spend money in stranded cities when other airlines are landing at jfk who will reimburse me
5.69E+17,0,USER_MENTION too bad you say it takes to days via your confirmation email when i inquired after weeks you claim to weeks
5.69E+17,0,USER_MENTION flight from bos las tomorrow was cancelled flightled no notification wait times are hour will you rebook on another airline
5.69E+17,1,USER_MENTION met your match got status on another airline upgrade EMO_NEG URL URL
5.69E+17,1,USER_MENTION only way to fly elevate gold
5.69E+17,0,USER_MENTION a lot of apologies being thrown out to customers from what i can see.very sad thanks for nothing worst airline ever
5.69E+17,0,USER_MENTION for all my flight stuff wrong and did nothing about it had worst flight ever
5.69E+17,1,USER_MENTION you will match my americanairlines status cool
5.69E+17,0,USER_MENTION trying to book a flight with you guys and your website wont let me about to lose my business
5.69E+17,0,USER_MENTION you suck
5.69E+17,1,USER_MENTION thanks
5.69E+17,0,USER_MENTION just dmd same issue persisting
5.69E+17,0,USER_MENTION because we never recd cancelled flightlation notice we were left w no options to fly out of ps driving to la for a red eye mon w kids
5.69E+17,0,USER_MENTION trying to book a flight your site is down
5.69E+17,0,USER_MENTION you have any flights flying into boston tomorrow i need to be home and you cancelled flightled my flight and didnt do anything
5.69E+17,0,USER_MENTION you stink flight cancelled flighted from psp to jfk and no notification or ability to rebook disappointed expected better
5.69E+17,1,USER_MENTION i love your guys song were dancing to it for our high school dance revue
5.69E+17,0,USER_MENTION your website is down and im trying to check in
5.69E+17,1,USER_MENTION done thank you for the quick response apparently faster than sitting on hold EMO_POS
5.69E+17,1,USER_MENTION cool picture of another virginamerica plane off our wing what a site URL
5.69E+17,1,USER_MENTION keep up the great work EMO_POS
5.69E+17,1,USER_MENTION my goodness your people USER_MENTION field are amazing under pressure texas beatstheothers in crisis please fly me to ny
5.69E+17,1,USER_MENTION thanks for a great flight from la to boston pilots did a great job landing in the snow can we go back to la now seriously
5.69E+17,1,USER_MENTION thanks so much for the awesome support you guys rock
5.69E+17,0,USER_MENTION seats in row dont recline should mention that on your website soreback
5.69E+17,0,USER_MENTION flight delayed hours in la due to mechanical problems handle like pros but you could have tossed us a free drink
5.69E+17,0,USER_MENTION why cancelled flight flights today no precipitation to be scared of
5.69E+17,1,USER_MENTION twitter team you guys killed it for rescheduling me asap thank you
5.69E+17,0,USER_MENTION you guys charged me to reschedule a flight that was then cancelled flighted and are now refusing to refund it whats the deal
5.69E+17,0,USER_MENTION access your website from safari on iphone seems to work on mac and ipad need iphone to add passbook
5.69E+17,0,USER_MENTION i was really looking forward to my flight can you let me know when it will be rescheduled diehardvirgin
5.69E+17,0,USER_MENTION why cancelled flight flight vx413 one sec its delayed on my to airport the next its cancelled email or call me to reschedule
5.69E+17,0,USER_MENTION i did it but there was a problem in the link from the email for checkin thanks
5.69E+17,0,USER_MENTION had to change to another airline to get to dc today why is USER_MENTION able to land in dc but not you cost me ugh
5.69E+17,0,USER_MENTION i was so looking forward to my first flight with you today but it was cancelled flightled along with the subsequent one
5.69E+17,1,USER_MENTION when are you putting some great deals from pdx to las or from las to pdx show me your love URL
5.69E+17,1,USER_MENTION wish i can afford to fly with you next friday going back home love everything about your airline
5.69E+17,0,USER_MENTION how are you gonna have a deal from dallas to dc but no deal from dc to dallas sad
5.69E+17,0,USER_MENTION hold times at call center are a bit much
5.69E+17,1,USER_MENTION like URL
5.69E+17,0,USER_MENTION site down help
5.69E+17,1,USER_MENTION you have the best flight attendant ever URL
5.69E+17,1,awesome USER_MENTION watch nominated films at feet meetthefleet oscars URL
5.69E+17,1,USER_MENTION thanks so much
5.69E+17,0,USER_MENTION trying to reset my password email never arrives help
5.69E+17,1,USER_MENTION the only airline based in silicon valley disruption fcmostinnovative incubator USER_MENTION URL
5.69E+17,1,USER_MENTION very nicely done
5.69E+17,1,USER_MENTION looking forward to watching the oscars on my flight home tomorrow i might even get something bubbly to drink EMO_POS
5.69E+17,0,USER_MENTION what is the reason for the delay of the departure of vx from jfk this afternoon
5.69E+17,0,USER_MENTION is todays flight from palm springs ca to jfk in ny cancelled flightled
5.69E+17,1,USER_MENTION hahaha you guys are amazing i love you
5.69E+17,1,USER_MENTION sounds like fun
5.69E+17,0,USER_MENTION the css on your site is a right now please fix site unusable
5.69E+17,0,USER_MENTION were on flight vegas to boston today checked in online but our bag count didnt register can i fix that somehow
5.69E+17,1,USER_MENTION classiq luv virgin america greetingz
5.69E+17,0,USER_MENTION hi im trying to do checkin but the website is not working i tried different browsers and the problem continues
5.69E+17,1,USER_MENTION thanks for your great customer service today for helping me get all my travel sorted out
5.69E+17,1,USER_MENTION thanks guys sweet route over the rockies airplanemodewason
5.69E+17,1,USER_MENTION love the music blasting at gate in boston while waiting for flight to sanfrancisco only if i could get an iced coffee
5.69E+17,0,USER_MENTION the passenger in flt that assaulted me shouldnt have flown i trust hes banned crew filed report to USER_MENTION
5.69E+17,0,USER_MENTION current bug on website shows departure when selecting destination city URL
5.69E+17,0,USER_MENTION luggage was severely wheel coming off baggage claim in san luggage agent miranda i think wasnt any help
5.69E+17,1,USER_MENTION thank you for the easy itinerary shift for impending weather quick painless free
5.69E+17,1,USER_MENTION thanks good times there and back vodkatonics the entire sfo
5.69E+17,1,USER_MENTION youre doing a great job adding little that improve the air travel experience thank you keep it up
5.69E+17,0,USER_MENTION requested window seat and confirmed window but got stuck in middle seat not a good way to treat silver
5.69E+17,0,USER_MENTION wtf i paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience
5.69E+17,0,USER_MENTION there is something wrong with you website in safari iphone
5.69E+17,1,USER_MENTION thanks for gate checking my baggage on your full flight dfwlax and giving me early boarding too sweet
5.69E+17,0,USER_MENTION already checked in so the page expired x
5.69E+17,0,USER_MENTION boo for a not refunding a seat upgrade fee i did not want to buy in the first place
5.69E+17,1,USER_MENTION i see what you did there EMO_POS
5.69E+17,1,USER_MENTION your inflight team makes the experience amazing
5.69E+17,1,USER_MENTION cutest salt and pepper shaker ever just when i think you guys cant get any better you just do URL
5.69E+17,0,USER_MENTION moved my seat with no notice better seat is cabin select not behind the row i disappointed
5.69E+17,1,USER_MENTION fav airline
5.69E+17,1,USER_MENTION we have a hot female pilot sweet dca to sfo EMO_POS
5.69E+17,0,USER_MENTION already contacted central baggage sent dm USER_MENTION is charging me for the dress that was in the lost suitcase help
5.69E+17,1,USER_MENTION thank you
5.69E+17,0,USER_MENTION is there anything going on with the website ive been getting a lot of errors past minutes
5.69E+17,0,USER_MENTION USER_MENTION i have just checked in flight to sfo from lax been told as atlantic flying club gold i get no benefits
5.69E+17,0,USER_MENTION husband and i ordered three drinks via my screen and they never came awesome
5.69E+17,0,USER_MENTION soo are you guys going to leave the seatbelt light on all flight you can barely call this turbulence EMO_POS
5.69E+17,0,USER_MENTION funny story your website is broken you have missing javascript and stylesheets on the checkin process i dislike this
5.69E+17,1,USER_MENTION would love to do more for virgin just like i do for USER_MENTION
5.69E+17,0,USER_MENTION im trying to check into my ct flight tmm on the desktop website and its not working some sort of caching bug sos
5.69E+17,0,USER_MENTION do you guys know your checkin links from emails are broken URL
5.69E+17,1,USER_MENTION loved it cant wait for mondays return flight mostly just to watch the inflight safety video again sorrynotsorry
5.69E+17,0,USER_MENTION lost my luggage days ago on flight vx from lax to iad im calling every day no response.please give me back my stuff
5.69E+17,0,USER_MENTION the flight booking problems section of your website seems to be broken on chrome might wanna look into that
5.69E+17,1,USER_MENTION hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more
5.69E+17,1,USER_MENTION i mean probably inappropriate while on board but its on
5.69E+17,1,USER_MENTION happy to spend the day together lets do this
5.69E+17,1,USER_MENTION they were very understanding and helped me out thx comps
5.69E+17,1,USER_MENTION thank you i absolutely will
5.69E+17,0,USER_MENTION looks like a broken link for your assets URL
5.69E+17,0,USER_MENTION the manage itinerary section of your website seems to be broken for me URL
5.69E+17,0,USER_MENTION cant check in your site looks like this every time it loads URL
5.69E+17,0,USER_MENTION other carriers are less than half price for a round trip fare i am stunned URL
5.69E+17,0,USER_MENTION wtf is happening in pdx late flight march such that one way from sfo is
5.69E+17,1,USER_MENTION how about some free drinks on the flight back for the free promo
5.69E+17,1,USER_MENTION USER_MENTION thanks
5.69E+17,0,USER_MENTION my luggage is gone ive filed my paperwork promised a still no resolution or response from central luggage
5.69E+17,1,USER_MENTION thanks
5.69E+17,1,USER_MENTION thanks for taking care of USER_MENTION on her flight rockstars travel
5.69E+17,1,USER_MENTION thanks for the lovely soft views travel san to sfo URL
5.69E+17,0,USER_MENTION i requested a mileage challenge for status several weeks ago online but havent heard back how do i get help with this
5.69E+17,0,USER_MENTION just trying to book tickets to nyc and facing super fun broken styling dont worry ill keep trying EMO_POS
5.69E+17,0,USER_MENTION applied for status match on feb got confirmation email same day still no news though you guys have dropped ball late flightly
5.69E+17,1,USER_MENTION i adore you and am so looking forward to my flight to austin in two weeks
5.69E+17,1,USER_MENTION i was so glad it was mentioned i took my first virgin flight a few years back and it was a transformative experience
5.69E+17,0,USER_MENTION trying to checkin but looks like your site is down
5.69E+17,0,USER_MENTION spending my birthday night with you daldca get me home
5.69E+17,0,USER_MENTION sent a couple messages to the email you provided but to no avail will try again next year cheers
5.69E+17,1,USER_MENTION first time flying virgin went to sanfrancisco thanks for the smooth ride easily my new fav airline
5.69E+17,0,USER_MENTION seriously though will there not be direct flights from sfofll in may
5.69E+17,0,USER_MENTION its fine already done with my purchase but you should try it just go most of the way through then go back
5.69E+17,0,USER_MENTION not really the experience i was hoping i ws forced check in a small carry on nothing but empty cabin space on board
